Adrresse,Prix,Ville,Region,Chambres,Salles de bain,Salles d'eau,Etages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"1-3, 23e Avenue Ouest",730 000 $,Blainville,Laurentides,5,3,,,,9 968 ,"2 477,35 $","250,03 $","1 800,00 $",
"1006, boulevard du Sacré-Coeur",732 000 $,St-Félicien,Saguenay-Lac-Saint-Jean,,,,,,"15,983 ","4 647,91 $","235,00 $",,
"320, Grande Allée",734 000 $,Trois-Rivières (Pointe-Du-Lac),Mauricie,4,2,1,2,"2,036 ",76x120 ,"5 629,39 $","363,49 $","3 052,34 $",
"10, chemin du Grenat",734 000 $,L'Ange-Gardien-Outaouais,Outaouais,3,3,,2,2 440 ,50 558.09 ,"3 546,00 $",,"190,00 $",
"3815, rue Paquette -Par Chantignole Constructeur d'Habitations Inc.",734 995 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,1,1,2,"1,647 ","4,225 ",,,,
"235, rue Uldéric-Baril",734 999 $,Mont-St-Hilaire,Montérégie (Rive-Sud Montréal),4,2,1,2,"2,450 ","8,210.71 ","5 228,58 $","605,98 $","3 899,96 $","1 530,36 $"
"48, rue Saint-Jean-Baptiste",735 000 $,Baie-St-Paul,Charlevoix,,,,,,"9,084 ","6 817,00 $","437,00 $","4 371,00 $","1 961,00 $"
"1255, rue Armand-Auclair",735 000 $,Ste-Rose,Laval,4,2,1,2,1 629 ,3 350 ,"2 860,00 $","315,00 $","600,00 $","1 450,00 $"
"23, rue de l'Épervier",735 000 $,Lachute,Laurentides,4,1,,2,"1,584 ","14,500 ","3 413,93 $","287,00 $","3 084,84 $",
"102-2050, boulevard René-Lévesque Ouest",735 000 $,Ste-Foy,Québec Rive-Nord,2,2,,1,"1,784 ","1,193.93 ","4 937,00 $","548,00 $","1 700,00 $","610,00 $"
"300, chemin Marie-Reine-des-Coeurs",735 000 $,Chertsey,Lanaudière,1,1,1,2,"1,600 ","883,243.44 ","2 209,00 $","205,00 $","1 984,00 $","3 457,00 $"
"56, rue des Golfeurs",735 000 $,Ste-Marguerite-Du-Lac-Masson,Laurentides,4,1,1,2,"2,275 ","54,000 ","3 588,00 $","371,00 $","4 000,00 $","1 250,00 $"
"14, 101e Avenue",737 000 $,ND-De-L'Ile-Perrot,Montérégie Ouest,4,2,1,2,"1,500 ","5,392.72 ","3 020,00 $","317,00 $","3 000,00 $","1 016,00 $"
"2562-2564, rue de Cadillac",738 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,4,3,,,,"2,062 ","3 421,32 $","404,48 $",,"1 680,00 $"
"2346-2348, place Larivière",739 000 $,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,4,2,,,,"1,431.60 ","2 900,00 $","400,00 $",,"1 100,00 $"
"37, rue des Prismes",739 000 $,Boischatel,Québec Rive-Nord,5,2,1,2,"2,276 ","16,247.05 ","5 370,34 $","538,97 $","2 350,00 $",
"91, chemin du Vol-à-Voile",739 000 $,L'Ange-Gardien-Outaouais,Outaouais,4,2,,1,"1,380 ","78,408.00 ",,,,
"1125, rue Breux",739 000 $,Chambly,Montérégie (Rive-Sud Montréal),4,2,,1,1 615 ,5 530 ,"3 775,43 $","386,56 $","3 135,00 $","933,04 $"
"258-260-262, rue des Marquisats",739 000 $,Ste-Therese,Laurentides,7,3,,,,"5,068.73 ","5 259,43 $","403,16 $",,"2 243,00 $"
"1777, rue des Merles",739 000 $,St-Lazare,Montérégie Ouest,4,2,1,2,"1,526 ","20,792 ","3 197,96 $","387,55 $","1 990,00 $",
"27, chemin du Grand-Bois",739 000 $,Lac-Beauport,Québec Rive-Nord,2,2,1,2,"2,500 ","85,000 ",,,,
"942, rue des Clématites",739 000 $,Ste-Dorothée (Îles-Laval),Laval,3,1,2,2,"1,988 ","3,651 ","3 859,70 $","458,41 $","2 400,00 $","1 000,00 $"
"18231, rue de Brissac",739 000 $,Mirabel (Domaine-Vert Nord),Laurentides,3,2,,3,"2,050 ","3,302 ","2 520,00 $","375,00 $","1 800,00 $","405,00 $"
"181, rue de Mère-d'Youville",739 000 $,Boucherville,Montérégie (Rive-Sud Montréal),4,2,,1,1 161.42 ,7 548 ,"2 541,60 $","335,59 $","1 888,00 $",
"3676, rue Arcand",739 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),4,1,1,2,,"4,051.54 ","3 864,00 $","417,00 $","1 405,00 $",
"35, rue du Diamant",739 000 $,St-Jean-sur-Richelieu (St-Luc),Montérégie (Rive-Sud Montréal),4,2,1,2,1 920 ,10 000 ,,,,
"812, chemin du Lac",739 000 $,St-Sauveur,Laurentides,3,2,1,1,"2,258 ","24,600 ","3 175,00 $","298,00 $","4 400,00 $","2 000,00 $"
"842, rue Joseph-Babin",739 900 $,Boucherville,Montérégie (Rive-Sud Montréal),3,2,1,2,"1,241 ","6,000 ","2 256,53 $","300,20 $","2 169,00 $","950,00 $"
"30, rue Elgin",740 000 $,Granby,Estrie,3,9,1,,,"13,807 ","8 400,00 $","432,00 $","4 909,00 $","4 468,00 $"
"2136, boulevard du Curé-Labelle",740 000 $,St-Jérôme (Lafontaine),Laurentides,08,,,,,"8,604 ","8 159,68 $","308,72 $",,"4 000,00 $"
"887-893, rue Beauregard",740 000 $,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),4,4,,,,"3,700 ","4 107,00 $","444,00 $",,"2 400,00 $"
"527, rue de Pons",740 000 $,L'Assomption,Lanaudière,4,2,,1,"1,900 ","9,056 ","4 887,00 $","456,00 $",,"1 325,00 $"
"28, chemin Sabourin",741 588 $,Cantley,Outaouais,3,1,1,2,"1,520 ","47,522.66 ",,,,
"105, chemin du Boisé - Par Terrain Dev Immobilier inc.",741 955 $,Lac-Beauport,Québec Rive-Nord,3,2,1,2,,11 065.30 ,,,,
"302-859, rue de la Commune Est",742 000 $,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,1,1,1,1,809 ,,,,"1 000,00 $","275,00 $"
"549, rue Adèle-Berthelot - Barcelone - Par Habitation Cousineau",743 900 $,St-Colomban,Laurentides,3,1,1,2,2 058 ,32 123 ,,,,
"98, rue Jean-Louis-Boudreau",744 500 $,Granby,Estrie,,,,,,"43,260 ","3 174,00 $","315,00 $",,
"16, rue des Chênes",745 000 $,St-Philippe,Montérégie (Rive-Sud Montréal),4,3,1,2,"2,140 ","8,034 ","3 965,00 $","328,00 $","3 200,00 $","1 200,00 $"
"6596, rue Boyer",745 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,2,2,,2,"1,108 ",891 ,"3 391,90 $","415,85 $","1 690,00 $","719,40 $"
"1145, boulevard Foucault",745 000 $,Drummondville (St-Charles-De-Drummond),Centre-du-Québec,,,,,,"8,866 ","5 900,00 $","389,00 $",,"1 750,00 $"
"302-7331, rue St-André",747 000 $,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,4,2,,1,1 454 ,,,,,
"6537, place Desparois",748 500 $,Ste-Rose,Laval,4,2,1,2,"2,374 ","6,713 ","3 817,27 $","428,87 $","1 724,76 $",
"620-4957, rue Lionel Groulx",748 955 $,St-Augustin-De-Desmaures,Québec Rive-Nord,2,2,,1,"1,615 ",,,,,
"101, rue des Français",749 000 $,Mont-St-Hilaire,Montérégie (Rive-Sud Montréal),4,2,,1,"1,699 ","8,022 ","4 176,30 $","875,78 $","2 405,64 $",
"654, rue Salomon",749 000 $,Beloeil,Montérégie (Rive-Sud Montréal),4,2,1,1,"2,200 ","8,340 ","3 870,00 $","563,00 $","4 980,00 $",
"625, rue des Érables",749 000 $,Dudswell (Marbleton),Estrie,,,,,,"2,482,920.01 ","2 880,47 $","260,02 $",,
"466, rang du Bord-de-l'Eau",749 000 $,Henryville,Montérégie (Rive-Sud Montréal),3,1,2,2,,"23,237.13 ","2 335,00 $","375,00 $","3 000,00 $","1 000,00 $"
"135, 4e Rang",749 000 $,Cookshire-Eaton,Estrie,4,2,,3,"2,100 ","4,538,952.01 ","1 241,52 $","174,60 $",,
"127, rue Faucher",749 000 $,St-Bernard,Chaudière-Appalaches,3,2,1,2,"2,028 ","33,833 ","3 087,00 $","329,00 $","4 892,00 $","3 029,00 $"
"9201, rue Notre-Dame Est - Unité #8 ( Modèle A ) - Les Cours Bellerive Phase 1B",749 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,3,1,1,2,"1,511.9 ",,,,,
"3, rue Saint-Malo",749 000 $,Gatineau (Aylmer),Outaouais,4,2,1,1,"2,014 ","20,003.65 ","4 471,57 $","412,40 $","5 640,00 $","212,00 $"
"82-82A, chemin de l'Île",749 000 $,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,4,2,2,2,,"47,350 ","6 001,00 $","428,00 $","2 800,00 $",
"3725, rue de Calvi",749 000 $,Fabreville,Laval,3,2,1,2,1 500 ,3 552.09 ,"3 283,00 $","377,00 $","1 382,00 $","1 067,00 $"
"185, rang du Côteau",749 000 $,St-Charles-sur-Richelieu,Montérégie (Rive-Sud Montréal),4,1,,2,"1,700 ","312,153.40 ",,,,
"7410, rue Tunisie",749 000 $,Brossard,Montérégie (Rive-Sud Montréal),5,2,,3,"1,597.36 ","5,884 ","2 711,36 $","398,92 $","709,74 $","1 561,97 $"
"49-51, rue des Rigolets",749 000 $,Vaudreuil-Sur-Le-Lac,Montérégie Ouest,6,2,,1,"1,964 ","13,972 ","2 988,93 $","303,42 $",,"1 160,00 $"
"9337, rue Basile-Routhier",749 000 $,Ahuntsic / Cartierville,Montréal / l'Île,5,2,,,,"2,382.05 ","3 735,95 $","461,93 $",,
"718, rue Marco Polo",749 000 $,Boucherville,Montérégie (Rive-Sud Montréal),4,2,,1,"1,225 ","6,500 ",,,,
"109, rue Dequoy",749 000 $,St-Gabriel-De-Brandon,Lanaudière,7,,,,,"14,380.58 ",,"250,32 $","4 000,00 $","4 700,00 $"
"1244, avenue des Gouverneurs",749 000 $,Sillery,Québec Rive-Nord,5,1,2,2,"1,920 ","6,500 ","5 236,00 $","537,00 $","3 360,00 $","1 900,00 $"
"59, rue du Tour-Du-Lac",749 000 $,Gore,Laurentides,3,1,1,2,1 900 ,65 000 ,"2 595,00 $","278,23 $","1 816,00 $","1 472,00 $"
"1003-101, rue de la Rotonde",749 000 $,L'Ile Des Soeurs,Montréal / l'Île,2,2,,1,,,"3 654,92 $","455,76 $","452,00 $","469,00 $"
"3719, avenue Laval",749 000 $,Le Plateau-Mont-Royal,Montréal / l'Île,2,1,1,2,"1,088 ",744.86 ,"3 238,00 $","397,00 $","1 200,00 $","430,00 $"
"1104-5175, avenue de Courtrai",749 000 $,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,3,2,,1,1 570 ,473.61 ,"5 381,00 $","708,00 $","900,00 $",
"1408-1412, chemin Tiffin",749 000 $,Longueuil (LeMoyne),Montérégie (Rive-Sud Montréal),2,1,1,,,"3,067 ","2 859,09 $","302,73 $",,"2 435,40 $"
"2A, rue du Patrimoine",749 000 $,Gatineau (Aylmer),Outaouais,,,,,,"11,118 ",,,,
"3242, rue Annie",749 000 $,Sorel-Tracy,Montérégie (Rive-Sud Montréal),5,2,1,2,"2,016 ","15,300 ","4 080,46 $","334,13 $","2 523,00 $",
"324, rue du Beau-Mont",749 000 $,Adstock,Chaudière-Appalaches,2,1,1,2,"1,162 ","27,050 ","3 265,78 $","332,84 $","2 955,00 $",
"1090, rue Honoré-Beaugrand",749 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,4,2,,2,1 309.97 ,4 500.39 ,"3 062,90 $",,"2 280,00 $",
"44, 3e Avenue Nord",749 000 $,Pierrefonds / Roxboro,Montréal / l'Île,4,2,,1,"1,304.6 ","5,700 ","2 646,41 $","308,53 $","2 950,00 $",
"108, rue de la Petite Ourse",749 000 $,Orford,Estrie,5,3,1,2,2 432 ,53 844.31 ,"2 200,44 $","450,00 $","3 804,00 $","1 500,00 $"
"2018, rue de Fontainebleau",749 000 $,Ste-Julie,Montérégie (Rive-Sud Montréal),6,2,,1,1 054 ,7 740 ,"3 355,00 $","494,00 $","3 400,00 $","1 217,00 $"
"302-7215, rue Marconi",749 000 $,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,2,2,,2,"1,160 ",,"3 734,00 $","455,00 $","977,00 $","578,00 $"
"2040, rue Jean-Noel Dion",749 000 $,St-Hyacinthe (Douville),Montérégie (Rive-Sud Montréal),3,2,1,3,1 159 ,5 166.68 ,"4 193,01 $","397,18 $","2 994,00 $","924,00 $"
"419, rue Schubert",749 000 $,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),4,1,1,2,1 650 ,5 360 ,"3 877,18 $","393,32 $","160,00 $",
"3450, rue Ovila-Hamel",749 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),7,2,1,2,2 023 ,4 843.76 ,"4 032,90 $","427,49 $",,
"9940, boulevard Gouin Est",749 000 $,Rivière des Prairies,Montréal / l'Île,3,1,2,2,,"10,837 ","3 953,00 $","446,00 $",,
"840-842-844-846, rue Aubry",749 500 $,Sherbrooke (Fleurimont),Estrie,9,5,,,,"9,145 ","6 151,23 $","437,03 $",,"2 216,00 $"
Quartier Vert Urbain - Duplex Jumelé,749 900 $,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),4,2,1,,,,,,,
"542, rue Stirling",749 900 $,Hudson,Montérégie Ouest,3,2,,1,"1,836 ","30,000 ","3 000,00 $","200,00 $","2 400,00 $","200,00 $"
"307, rue Lahaie",749 900 $,Pont-Viau,Laval,9,4,,,,"3,398 ","4 883,02 $","456,91 $","600,00 $","2 566,00 $"
"348, Vieux chemin Mayo",749 900 $,L'Ange-Gardien-Outaouais,Outaouais,4,2,1,2,"2,750 ","70,800 ","3 950,00 $","500,00 $","1 900,00 $","1 000,00 $"
"4552, rue Grilli",749 900 $,Pierrefonds / Roxboro,Montréal / l'Île,4,2,,2,"1,163 ","5,773 ","2 512,00 $","282,00 $",,
rue Pointe-des-Rapides - Par Les Constructions RMR Leblanc Inc.À CONSTRUIRE - rue Pointe-des-Rapides - Par Les Constructions RMR Leblanc Inc.,749 900 $,Chateauguay,Montérégie (Rive-Sud Montréal),4,1,1,2,"1,525 ","9,387.2 ",,,,
"48, 39e Avenue Est",749 900 $,Blainville,Laurentides,4,1,1,2,"1,804 ","6,005 ",,,,
Quartier Vert Urbain - Duplex Jumelé,749 900 $,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),4,2,1,,,,,,,
"405, rue des Bégonias",749 900 $,Ste-Catherine,Montérégie (Rive-Sud Montréal),4,2,1,2,"1,573.68 ","7,265.64 ","4 264,71 $","369,15 $",,"1 260,00 $"
"120, rue Villeneuve",749 900 $,Sherbrooke (Deauville),Estrie,4,2,1,2,1 918 ,44 461 ,"4 800,00 $","496,00 $","3 523,00 $","1 400,00 $"
"243, rue Serge-Garant",749 999 $,Beauport,Québec Rive-Nord,4,2,1,2,2 771.92 ,9 392.59 ,,,,
"8193, chemin de la Batture",750 000 $,La Baie,Saguenay-Lac-Saint-Jean,3,3,2,3,"2,000 ","378,290.10 ","2 681,41 $","576,37 $","1 000,00 $",
"385, route 271",750 000 $,St-Benoit-Labre,Chaudière-Appalaches,3,1,1,2,672 ,"4,356,000.01 ","3 058,95 $","1 141,29 $","1 509,93 $","3 423,00 $"
"11, rue Saint-Jacques Est",750 000 $,Ste-Therese,Laurentides,5,2,,,,"5,400.25 ","3 108,03 $",,,"1 500,00 $"
"1480, rue du Patrimoine",750 000 $,Ste-Adèle,Laurentides,7,3,2,2,"45,000 ","53,334 ","4 800,00 $","416,00 $",,
"366, rue des Hêtres",750 000 $,Otterburn Park,Montérégie (Rive-Sud Montréal),4,2,1,2,"2,408 ","6,566 ","3 620,00 $","679,00 $","3 600,00 $",
"3, Rue Ewen",750 000 $,Calumet,Laurentides,5,1,1,2,"1,650 ","20,017 ","2 400,00 $","375,00 $","1 800,00 $","2 800,00 $"
"2448, rue Saint-Dominique",750 000 $,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,2,1,,,,"7,028 ","12 000,00 $","660,00 $","2 473,00 $","7 007,00 $"
"1-204, rue Villeray",750 000 $,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,2,2,,1,875 ,"2,023 ","1 838,00 $","230,00 $",,
"1565, croissant Tolstoi",750 000 $,Brossard,Montérégie (Rive-Sud Montréal),3,4,2,3,"1,117.29 ","5,418 ","3 454,33 $","547,00 $","2 172,00 $",
"127, rue Saint-Alphonse Nord",750 000 $,Thetford Mines,Chaudière-Appalaches,3,,,,,"18,043.54 ","5 420,05 $","710,00 $","5 140,00 $",
"8435, avenue d'Outremont",750 000 $,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,,,,,,"4,899.73 ","4 889,23 $","1 024,00 $",,
"6, rue Chassé",750 000 $,Kamouraska,Bas-Saint-Laurent,,,,,,111.68x72.18 ,"5 500,79 $","338,81 $","1 945,03 $","4 500,00 $"
"129, rue du Marchand",750 000 $,Gatineau (Aylmer),Outaouais,4,2,1,2,"1,819 ",60.01x100.00 ,"3 791,53 $","772,30 $","1 909,00 $",
"7965, rue de Chamilly",750 000 $,Saint-Léonard,Montréal / l'Île,5,2,2,2,,6 473.42 ,"3 575,37 $","426,59 $","3 600,00 $",
"174, rue Cartier",750 000 $,Granby,Estrie,5,2,,1,"1,280 ","6,490 ","2 000,00 $","170,00 $","1 200,00 $",
"3, rue de l'Harmonie",750 000 $,Victoriaville,Centre-du-Québec,5,2,1,2,"2,599 ",88x153 ,,,,
"83, 85, 2e Boulevard",750 000 $,Terrasse-Vaudreuil,Montérégie Ouest,8,3,1,,,"7,181.68 ","5 737,31 $","305,03 $",,
"709, rue Fernet",750 000 $,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),3,2,,2,2 500 ,21 609 ,"5 018,00 $","582,00 $","5 000,00 $","800,00 $"
"18, rue Louis-Frechette",750 000 $,St-Anselme,Chaudière-Appalaches,3,3,,2,"2,272 ","81,133 ","3 442,00 $","344,00 $","5 534,00 $","1 730,00 $"
"134, chemin de Vebron",750 000 $,L'Anse-St-Jean,Saguenay-Lac-Saint-Jean,4,2,1,2,"2,860 ","14,657.22 ","5 535,29 $",,"3 500,00 $",
"2911-2917, Route 112",750 000 $,Shefford,Estrie,2,2,,1,,"289,696.66 ","4 300,00 $","275,00 $","9 300,00 $",
"11615, rue de l'Émeraude",750 000 $,Mirabel (Mirabel en Haut),Laurentides,5,2,1,2,"1,969 ","16,146 ","2 519,81 $","413,91 $","2 700,00 $","1 533,00 $"
"1054, rue des Gouverneurs",750 000 $,Prévost,Laurentides,3,2,1,1,"3,500 ","52,500 ","3 412,04 $","392,00 $","2 500,00 $","2 500,00 $"
"12, rue des Cépages- Projet domiciliaire Mont des Cépages - Par Habitation Mégatech",750 000 $,St-Hippolyte,Laurentides,4,2,1,2,"1,760 ","35,695 ",,,,
"3330, 16e rue - Par Groupe Genois",750 000 $,Laval-Ouest,Laval,4,2,1,2,"1,777 ","6,000 ",,,,
"95, rue Lewis Ouest",750 000 $,Waterloo,Estrie,4,3,,2,"2,886 ","33,000 ","5 131,00 $","285,00 $","2 200,00 $","1 200,00 $"
"11195, rue Pasteur",750 000 $,Ahuntsic / Cartierville,Montréal / l'Île,5,1,,2,"1,290 ","4,600 ","4 005,90 $","497,15 $","3 467,89 $",
"345, rang Sainte-Catherine",750 000 $,St-Gerard-Majella,Montérégie (Rive-Sud Montréal),,,,,,"3,117,113.29 ","1 874,58 $","99,18 $",,
"1898-1900-1902, rue François-Charron",750 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,1,,,,"6,000 ","2 500,00 $","700,00 $",,
"1091-1095, rue Marcil",750 000 $,L'Assomption,Lanaudière,3,1,,,,"5,645 ","5 708,00 $","412,00 $",,
"933, place Pigeon",750 000 $,Ste-Therese,Laurentides,5,2,1,2,"1,776.05 ","6,000 ","3 319,70 $","344,38 $","3 840,00 $",
"50B, rue Iberville",750 000 $,Rivière-Du-Loup,Bas-Saint-Laurent,12,6,,,,36.09x56.43 ,,,,
"1685-1687, avenue Bureau",750 000 $,Le Plateau-Mont-Royal,Montréal / l'Île,2,2,,,,1 252.9 ,"3 414,09 $","422,06 $",,
"75, rue de la Crête",750 000 $,Orford,Estrie,4,2,,1,"1,250 ","16,241 ","3 882,45 $","318,68 $","2 300,00 $","1 255,80 $"
"1050, rue Dufault",750 000 $,St-Vincent-de-Paul,Laval,4,1,1,2,"2,519.51 ",34.3x110 ,"3 850,00 $","454,00 $","2 200,00 $","1 500,00 $"
"4065, rue Chardin",750 000 $,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,5,3,1,2,2 902 ,18 200 ,"5 284,65 $","434,00 $","4 500,00 $","6 359,00 $"
"9, rue des Cépages- Projet domiciliaire Mont des Cépages - Par Habitation Mégatech",750 000 $,St-Hippolyte,Laurentides,3,2,1,2,,43 000 ,,,,
"36, rue Marc-Laplante E- Par Danolo Construction",752 400 $,Chateauguay,Montérégie (Rive-Sud Montréal),4,2,1,2,,66x87 ,,,,
"2, chemin de Ribot",754 900 $,L'Ange-Gardien-Outaouais,Outaouais,3,2,1,2,2 059.57 ,54 450.00 ,"3 212,74 $","400,00 $","1 950,00 $","985,00 $"
"38, Square Sir-Georges-Étienne-Cartier #111 - Unité D115",756 600 $,Le Sud-Ouest,Montréal / l'Île,2,2,,2,"1,082 ",,,,,
"218-315, rue Richmond",758 000 $,Griffintown,Montréal / l'Île,2,2,,1,"1,080 ",,"3 150,00 $","850,00 $","1 000,00 $",
"121, rue Athènes",758 000 $,Dollard-Des-Ormeaux,Montréal / l'Île,3,2,,3,"1,474 ",,"3 532,00 $","353,00 $","1 869,00 $",
"8007, rue Lemelin",758 000 $,Brossard,Montérégie (Rive-Sud Montréal),3,2,1,4,"1,611 ","2,390 ","2 957,20 $","401,37 $",,
"208-600, avenue Wilfrid-Laurier",759 000 $,Vieux-Québec,Québec Rive-Nord,2,2,,1,937.54 ,,"3 203,46 $","337,56 $","620,06 $","755,37 $"
"1027-1029, rue Saint-Jacques",759 000 $,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),8,4,2,,,"7,534.74 ","5 824,00 $","469,00 $",,"1 140,00 $"
"1102-3641, avenue Jean-Béraud",759 000 $,Chomedey,Laval,2,2,,1,"1,164.65 ",,"4 500,67 $","556,20 $","500,00 $",
"2110, rue de la Vallée",759 000 $,St-Lazare,Montérégie Ouest,5,3,1,2,"2,349.98 ","21,160.02 ","3 585,97 $","456,60 $","4 570,00 $",
"435-437, rue Principale",759 000 $,St-Mathieu-De-Laprairie,Montérégie (Rive-Sud Montréal),2,,,,,"52,182.36 ","4 465,15 $",,,"2 000,00 $"
"275, rue Palmer-Cox",759 000 $,Granby,Estrie,5,2,,1,1 870 ,24 845 ,"8 156,00 $","657,00 $","2 700,00 $",
"2300, rue Guy",759 000 $,Deux-Montagnes,Laurentides,4,2,1,2,"2,128 ","5,575 ","4 616,58 $","434,78 $","2 665,68 $",
"891, rue des Agates",759 000 $,Charlesbourg,Québec Rive-Nord,4,2,1,2,"2,007 ","7,181 ","4 209,00 $","436,00 $","1 739,00 $","1 000,00 $"
"1355, rue de Bourgogne",759 000 $,Boucherville,Montérégie (Rive-Sud Montréal),4,2,,1,1 448 ,5 166.67 ,"2 511,23 $","347,75 $","2 095,16 $",
"405-360, rue Atateken - Le Solano Phase 8",759 900 $,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,2,1,1,1,883 ,,,,,
"8234, rang du Village",760 000 $,Rouyn-Noranda,Abitibi-Témiscamingue,6,,,,,"62,528 ",,,,
"148, chemin du Trait-Carré",760 000 $,Petite-Rivière-St-François,Charlevoix,3,3,1,3,"1,980 ","29,332.73 ","4 704,70 $","464,18 $","3 050,00 $","4 137,64 $"
"871, boulevard de l'Assomption",760 000 $,Repentigny (Repentigny),Lanaudière,4,2,2,1,1 711.46 ,68.01x225.89 ,,,,
"2105, boulevard de l'Anse",761 500 $,Roberval,Saguenay-Lac-Saint-Jean,2,1,2,1,960 ,"9,472,241.20 ","2 108,00 $","170,00 $","1 400,00 $","1 769,00 $"
"265, rue du Terroir",764 900 $,Stoke,Estrie,4,3,1,2,"2,400 ","50,000 ","3 883,10 $","526,38 $",,
"5275-5277, boulevard Pierre-Bernard",765 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,7,3,,,,2 091.43 ,"3 393,39 $","404,10 $",,
"1601-198, rue Ann",765 000 $,Griffintown,Montréal / l'Île,1,1,,1,831 ,,"3 382,00 $","418,00 $","456,00 $","420,00 $"
"704-4901, rue Lionel-Groulx",765 000 $,St-Augustin-De-Desmaures,Québec Rive-Nord,2,2,,1,"1,722 ",,"5 840,00 $","550,00 $","1 344,00 $","408,00 $"
"230, rue de Luxembourg",765 000 $,Vimont,Laval,4,3,,2,"1,784.23 ","3,449.83 ","3 792,75 $","449,20 $",,
"387, rue des Muguets",765 000 $,Ste-Therese,Laurentides,3,2,1,2,"1,775 ","7,532 ","4 222,40 $","479,95 $","2 700,00 $","1 500,00 $"
"947-949, boulevard Labelle",768 000 $,Blainville,Laurentides,3,1,,,,"10,586.31 ","7 171,72 $","401,15 $",,"3 353,00 $"
"120, rue Guillaume-Barrette",768 000 $,La Prairie,Montérégie (Rive-Sud Montréal),4,1,1,2,1 656 ,4 844 ,"3 689,00 $","462,00 $","1 850,00 $",
"11909, boulevard Saint-Germain",768 000 $,Ahuntsic / Cartierville,Montréal / l'Île,2,1,2,2,"1,672 ","6,375 ","3 256,52 $","399,36 $","2 535,28 $","486,00 $"
"8631-8633, avenue Vernantes",769 000 $,Anjou,Montréal / l'Île,7,3,1,,,"2,700.02 ","4 243,41 $","472,93 $",,
"3599, avenue Papineau",769 000 $,Le Plateau-Mont-Royal,Montréal / l'Île,3,1,,3,"1,460 ",,"4 847,48 $","605,29 $","580,00 $","609,31 $"
